,target,word_count,stop_word_count,url_count,mean_word_length,char_count,punctuation_count,vector
2402,1,22,8,1,5.363636363636363,139,8,[0. 0. 0. ... 0. 0. 0.]
1605,0,19,12,1,4.894736842105263,111,6,[0. 0. 0. ... 0. 0. 0.]
7185,0,3,0,0,5.666666666666667,19,0,[0. 0. 0. ... 0. 0. 0.]
1901,0,7,1,0,4.428571428571429,37,1,[0. 0. 0. ... 0. 0. 0.]
1771,1,16,2,1,4.875,93,7,[0. 0. 0. ... 0. 0. 0.]
1934,1,16,7,0,5.3125,100,11,[0. 0. 0. ... 0. 0. 0.]
1834,1,25,7,0,4.64,140,1,[0. 0. 0. ... 0. 0. 0.]
106,0,16,0,2,7.6875,138,25,[0. 0. 0. ... 0. 0. 0.]
1273,0,24,11,1,4.708333333333333,136,5,[0. 0. 0. ... 0. 0. 0.]
1821,1,18,4,1,6.777777777777778,139,13,[0. 0. 0. ... 0. 0. 0.]
432,0,14,1,1,6.071428571428571,98,8,[0. 0. 0. ... 0. 0. 0.]
4508,1,7,2,1,8.142857142857142,63,9,[0. 0. 0. ... 0. 0. 0.]
2120,0,13,6,2,7.538461538461538,110,11,[0. 0. 0. ... 0. 0. 0.]
5440,1,15,2,1,7.066666666666666,120,8,[0. 0. 0. ... 0. 0. 0.]
1174,0,26,17,0,4.269230769230769,136,4,[0. 0. 0. ... 0. 0. 0.]
4551,1,18,4,1,6.666666666666667,137,10,[0. 0. 0. ... 0. 0. 0.]
3753,0,12,2,1,9.583333333333334,127,13,[0. 0. 0. ... 0. 0. 0.]
6408,1,20,3,1,5.85,136,11,[0. 0. 0. ... 0. 0. 0.]
5280,1,18,7,1,6.611111111111111,136,10,[0. 0. 0. ... 0. 0. 0.]
573,1,15,4,1,6.0,104,6,[0. 0. 0. ... 0. 0. 0.]
5149,0,10,0,2,8.9,98,12,[0. 0. 0. ... 0. 0. 0.]
7324,1,22,8,0,5.2727272727272725,137,6,[0. 0. 0. ... 0. 0. 0.]
2237,0,10,3,1,7.8,87,10,[0. 0. 0. ... 0. 0. 0.]
3177,1,12,0,2,10.166666666666666,133,14,[0. 0. 0. ... 0. 0. 0.]
243,1,17,7,0,6.117647058823529,120,4,[0. 0. 0. ... 0. 0. 0.]
2778,0,14,4,0,6.285714285714286,101,8,[0. 0. 0. ... 0. 0. 0.]
2561,0,14,2,0,6.071428571428571,98,9,[0. 0. 0. ... 0. 0. 0.]
6014,0,16,4,0,4.25,83,1,[0. 0. 0. ... 0. 0. 0.]
3733,0,26,12,0,4.346153846153846,138,1,[0. 0. 0. ... 0. 0. 0.]
6313,0,7,0,0,7.285714285714286,57,7,[0. 0. 0. ... 0. 0. 0.]
6439,1,19,4,1,6.421052631578948,140,6,[0. 0. 0. ... 0. 0. 0.]
6646,0,11,5,1,5.454545454545454,70,6,[0. 0. 0. ... 0. 0. 0.]
4299,0,22,9,0,5.318181818181818,138,6,[0. 0. 0. ... 0. 0. 0.]
4099,1,23,2,0,5.217391304347826,142,13,[0. 0. 0. ... 0. 0. 0.]
732,0,18,7,0,4.055555555555555,90,4,[0. 0. 0. ... 0. 0. 0.]
1542,0,17,3,1,7.176470588235294,138,11,[0. 0. 0. ... 0. 0. 0.]
4065,1,16,1,1,7.375,135,13,[0.18349983 0.         0.         ... 0.         0.         0.        ]
6785,0,12,5,0,5.833333333333333,81,6,[0. 0. 0. ... 0. 0. 0.]
4490,1,4,1,0,7.5,33,1,[0. 0. 0. ... 0. 0. 0.]
3845,0,4,0,0,8.5,37,3,[0. 0. 0. ... 0. 0. 0.]
1873,1,5,2,1,8.2,45,6,[0. 0. 0. ... 0. 0. 0.]
5049,1,21,9,0,5.428571428571429,134,5,[0. 0. 0. ... 0. 0. 0.]
3986,1,18,5,1,6.5,134,9,[0. 0. 0. ... 0. 0. 0.]
7433,1,11,2,1,7.363636363636363,91,6,[0. 0. 0. ... 0. 0. 0.]
3575,1,20,7,1,5.65,132,8,[0. 0. 0. ... 0. 0. 0.]
2224,0,12,4,1,6.5,89,6,[0. 0. 0. ... 0. 0. 0.]
3041,1,17,2,1,6.941176470588236,135,14,[0. 0. 0. ... 0. 0. 0.]
7457,0,16,5,0,5.6875,106,6,[0. 0. 0. ... 0. 0. 0.]
6264,1,10,5,2,8.0,90,13,[0. 0. 0. ... 0. 0. 0.]
2486,0,18,8,0,4.111111111111111,92,2,[0. 0. 0. ... 0. 0. 0.]
3181,0,11,1,1,6.727272727272728,84,5,[0. 0. 0. ... 0. 0. 0.]
6858,0,22,13,0,4.590909090909091,122,3,[0. 0. 0. ... 0. 0. 0.]
2360,0,14,3,1,6.142857142857143,99,9,[0. 0. 0. ... 0. 0. 0.]
3726,0,15,7,0,3.8666666666666663,72,1,[0. 0. 0. ... 0. 0. 0.]
5409,0,18,8,0,4.333333333333333,95,0,[0. 0. 0. ... 0. 0. 0.]
6722,0,24,3,0,4.625,134,12,[0.18297407 0.         0.         ... 0.         0.         0.        ]
2662,1,12,1,0,6.583333333333333,90,4,[0. 0. 0. ... 0. 0. 0.]
4549,1,9,0,2,14.555555555555555,139,20,[0. 0. 0. ... 0. 0. 0.]
1154,1,12,7,1,5.916666666666667,82,5,[0. 0. 0. ... 0. 0. 0.]
6644,1,26,10,0,4.384615384615385,139,0,[0. 0. 0. ... 0. 0. 0.]
4841,1,14,5,0,6.928571428571429,110,6,[0. 0. 0. ... 0. 0. 0.]
2087,0,18,7,0,4.611111111111111,100,5,[0. 0. 0. ... 0. 0. 0.]
626,1,15,3,1,8.133333333333333,136,9,[0. 0. 0. ... 0. 0. 0.]
6253,1,14,5,1,8.5,132,12,[0. 0. 0. ... 0. 0. 0.]
3099,1,15,4,1,8.133333333333333,136,13,[0. 0. 0. ... 0. 0. 0.]
2288,0,21,9,1,5.619047619047619,138,11,[0. 0. 0. ... 0. 0. 0.]
5904,1,14,8,1,5.571428571428571,91,5,[0. 0. 0. ... 0. 0. 0.]
3329,1,18,3,2,6.722222222222222,138,13,[0. 0. 0. ... 0. 0. 0.]
5151,0,22,7,0,5.227272727272728,136,4,[0. 0. 0. ... 0. 0. 0.]
4001,0,13,2,1,6.076923076923077,91,11,[0. 0. 0. ... 0. 0. 0.]
4202,0,13,3,1,6.538461538461538,97,10,[0. 0. 0. ... 0. 0. 0.]
7408,1,17,4,1,5.941176470588236,117,6,[0. 0. 0. ... 0. 0. 0.]
6875,0,20,9,0,4.55,110,3,[0. 0. 0. ... 0. 0. 0.]
178,0,13,1,1,7.0,103,6,[0. 0. 0. ... 0. 0. 0.]
6577,0,15,4,2,6.933333333333334,118,11,[0. 0. 0. ... 0. 0. 0.]
5159,0,19,7,1,6.315789473684211,138,7,[0. 0. 0. ... 0. 0. 0.]
4101,0,6,1,2,10.333333333333334,67,11,[0. 0. 0. ... 0. 0. 0.]
3945,0,20,0,2,6.0,139,13,[0. 0. 0. ... 0. 0. 0.]
58,0,24,11,0,4.0,119,4,[0. 0. 0. ... 0. 0. 0.]
1807,1,13,3,1,5.307692307692308,81,8,[0. 0. 0. ... 0. 0. 0.]
3642,1,16,3,1,6.25,115,7,[0. 0. 0. ... 0. 0. 0.]
2155,1,20,7,1,5.8,135,7,[0. 0. 0. ... 0. 0. 0.]
2174,1,22,10,0,5.136363636363637,134,3,[0. 0. 0. ... 0. 0. 0.]
6040,0,12,2,1,7.5,101,7,[0. 0. 0. ... 0. 0. 0.]
5890,1,14,8,1,5.571428571428571,91,5,[0. 0. 0. ... 0. 0. 0.]
7180,1,19,9,1,6.315789473684211,138,13,[0. 0. 0. ... 0. 0. 0.]
68,1,12,2,1,7.25,98,9,[0. 0. 0. ... 0. 0. 0.]
6546,0,12,2,1,7.5,101,6,[0. 0. 0. ... 0. 0. 0.]
2387,1,15,2,1,6.6,113,6,[0. 0. 0. ... 0. 0. 0.]
6834,0,17,3,1,7.0588235294117645,136,11,[0. 0. 0. ... 0. 0. 0.]
6756,0,9,5,0,3.555555555555556,40,1,[0. 0. 0. ... 0. 0. 0.]
5132,1,26,12,0,4.538461538461538,143,6,[0. 0. 0. ... 0. 0. 0.]
5285,1,20,8,1,5.85,136,9,[0. 0. 0. ... 0. 0. 0.]
616,1,12,2,1,7.083333333333333,96,9,[0. 0. 0. ... 0. 0. 0.]
4900,1,11,2,1,6.818181818181818,85,5,[0. 0. 0. ... 0. 0. 0.]
1419,1,16,5,1,7.25,133,10,[0. 0. 0. ... 0. 0. 0.]
7302,1,16,5,0,6.4375,119,4,[0. 0. 0. ... 0. 0. 0.]
1369,1,27,12,0,4.111111111111111,138,3,[0. 0. 0. ... 0. 0. 0.]
3511,1,15,5,1,6.8,116,5,[0. 0. 0. ... 0. 0. 0.]
1659,1,11,1,0,5.090909090909091,66,1,[0. 0. 0. ... 0. 0. 0.]
5033,0,19,4,0,5.2105263157894735,117,3,[0. 0. 0. ... 0. 0. 0.]
1364,1,24,14,0,4.583333333333333,135,3,[0. 0. 0. ... 0. 0. 0.]
5554,0,23,11,0,4.217391304347826,119,3,[0. 0. 0. ... 0. 0. 0.]
543,0,15,5,1,6.666666666666667,114,15,[0. 0. 0. ... 0. 0. 0.]
2232,0,14,2,1,8.642857142857142,134,12,[0. 0. 0. ... 0. 0. 0.]
6199,0,9,1,0,4.0,44,2,[0. 0. 0. ... 0. 0. 0.]
1100,1,8,3,0,7.375,66,10,[0. 0. 0. ... 0. 0. 0.]
3757,0,6,1,0,5.0,35,1,[0. 0. 0. ... 0. 0. 0.]
6852,1,22,12,0,4.0,109,6,[0. 0. 0. ... 0. 0. 0.]
724,0,10,4,0,3.0,39,2,[0. 0. 0. ... 0. 0. 0.]
3049,1,17,1,1,7.0,135,23,[0.1669812 0.        0.        ... 0.        0.        0.       ]
1997,1,19,4,0,5.526315789473684,127,15,[0. 0. 0. ... 0. 0. 0.]
1539,1,19,4,0,5.842105263157895,129,4,[0. 0. 0. ... 0. 0. 0.]
2757,1,19,5,1,6.157894736842105,135,9,[0. 0. 0. ... 0. 0. 0.]
1526,0,20,6,0,6.05,140,3,[0. 0. 0. ... 0. 0. 0.]
5543,0,9,0,2,10.555555555555555,103,13,[0. 0. 0. ... 0. 0. 0.]
5237,0,10,2,0,6.3,72,5,[0. 0. 0. ... 0. 0. 0.]
1169,1,14,2,1,7.571428571428571,120,9,[0. 0. 0. ... 0. 0. 0.]
5746,0,13,0,2,8.461538461538462,122,12,[0. 0. 0. ... 0. 0. 0.]
3903,0,3,0,0,9.333333333333334,30,2,[0. 0. 0. ... 0. 0. 0.]
6870,0,25,12,0,4.6,139,6,[0. 0. 0. ... 0. 0. 0.]
3924,1,20,0,2,5.95,139,12,[0. 0. 0. ... 0. 0. 0.]
2234,0,20,7,1,5.85,136,10,[0. 0. 0. ... 0. 0. 0.]
2129,1,6,0,1,10.666666666666666,69,10,[0. 0. 0. ... 0. 0. 0.]
5470,1,8,0,2,10.375,90,10,[0. 0. 0. ... 0. 0. 0.]
5340,0,12,2,1,6.416666666666667,88,8,[0. 0. 0. ... 0. 0. 0.]
5666,1,22,6,0,5.090909090909091,135,6,[0. 0. 0. ... 0. 0. 0.]
704,0,17,5,0,5.176470588235294,104,13,[0. 0. 0. ... 0. 0. 0.]
6885,0,5,2,0,5.2,30,1,[0. 0. 0. ... 0. 0. 0.]
5791,1,20,5,1,5.85,136,10,[0. 0. 0. ... 0. 0. 0.]
645,0,5,2,0,3.6,22,1,[0. 0. 0. ... 0. 0. 0.]
67,0,27,14,0,4.222222222222222,140,7,[0. 0. 0. ... 0. 0. 0.]
2082,1,8,1,1,7.25,65,5,[0. 0. 0. ... 0. 0. 0.]
5381,0,20,8,0,5.75,134,6,[0. 0. 0. ... 0. 0. 0.]
4317,0,22,13,0,4.681818181818182,124,6,[0. 0. 0. ... 0. 0. 0.]
7494,0,19,9,1,5.052631578947368,114,8,[0. 0. 0. ... 0. 0. 0.]
2579,0,25,13,0,4.6,139,3,[0. 0. 0. ... 0. 0. 0.]
939,1,25,12,0,4.4,134,1,[0. 0. 0. ... 0. 0. 0.]
927,0,9,3,0,6.333333333333333,65,5,[0. 0. 0. ... 0. 0. 0.]
3657,1,14,4,0,7.928571428571429,124,8,[0. 0. 0. ... 0. 0. 0.]
5867,0,11,2,1,8.0,99,8,[0. 0. 0. ... 0. 0. 0.]
7287,0,16,7,1,6.0625,112,8,[0. 0. 0. ... 0. 0. 0.]
3222,1,17,4,2,6.764705882352941,131,18,[0. 0. 0. ... 0. 0. 0.]
6654,1,23,11,0,5.130434782608695,140,4,[0. 0. 0. ... 0. 0. 0.]
3693,0,18,4,1,6.055555555555555,126,7,[0. 0. 0. ... 0. 0. 0.]
5819,1,13,4,1,6.461538461538462,96,10,[0. 0. 0. ... 0. 0. 0.]
7304,1,22,5,0,5.545454545454546,143,4,[0. 0. 0. ... 0. 0. 0.]
4791,0,27,13,0,4.148148148148148,139,7,[0. 0. 0. ... 0. 0. 0.]
3215,0,12,4,1,6.416666666666667,88,5,[0. 0. 0. ... 0. 0. 0.]
2872,1,5,2,0,4.4,26,6,[0. 0. 0. ... 0. 0. 0.]
3708,0,26,13,0,4.384615384615385,140,5,[0. 0. 0. ... 0. 0. 0.]
6652,1,15,2,1,7.933333333333334,133,10,[0. 0. 0. ... 0. 0. 0.]
1520,1,9,3,1,7.555555555555555,76,7,[0. 0. 0. ... 0. 0. 0.]
780,0,14,6,0,5.214285714285714,86,7,[0. 0. 0. ... 0. 0. 0.]
3640,1,16,5,1,7.0625,129,8,[0. 0. 0. ... 0. 0. 0.]
5865,0,18,8,1,4.722222222222222,102,7,[0. 0. 0. ... 0. 0. 0.]
6368,1,17,3,2,6.705882352941177,130,10,[0. 0. 0. ... 0. 0. 0.]
3892,0,11,2,1,6.363636363636363,80,8,[0. 0. 0. ... 0. 0. 0.]
825,0,8,3,0,5.125,48,1,[0. 0. 0. ... 0. 0. 0.]
5241,1,12,4,1,7.416666666666667,102,7,[0. 0. 0. ... 0. 0. 0.]
619,0,15,3,2,7.333333333333333,124,11,[0. 0. 0. ... 0. 0. 0.]
4564,0,16,5,0,6.0,111,5,[0. 0. 0. ... 0. 0. 0.]
4844,1,14,3,1,6.357142857142857,102,8,[0. 0. 0. ... 0. 0. 0.]
1688,0,11,3,1,7.545454545454546,93,10,[0. 0. 0. ... 0. 0. 0.]
3058,0,3,0,0,7.0,23,6,[0. 0. 0. ... 0. 0. 0.]
2097,0,12,3,1,5.75,80,5,[0. 0. 0. ... 0. 0. 0.]
761,0,23,10,0,4.478260869565218,125,9,[0. 0. 0. ... 0. 0. 0.]
7146,0,18,3,1,5.722222222222222,120,9,[0. 0. 0. ... 0. 0. 0.]
972,0,17,1,2,6.882352941176471,133,11,[0. 0. 0. ... 0. 0. 0.]
5310,1,18,7,1,6.611111111111111,136,10,[0. 0. 0. ... 0. 0. 0.]
707,0,20,0,2,6.0,139,19,[0. 0. 0. ... 0. 0. 0.]
6736,1,10,2,0,5.4,63,6,[0. 0. 0. ... 0. 0. 0.]
5213,1,21,2,0,5.571428571428571,137,11,[0. 0. 0. ... 0. 0. 0.]
2639,0,5,0,1,9.4,51,10,[0. 0. 0. ... 0. 0. 0.]
7148,1,15,9,0,4.2,77,0,[0. 0. 0. ... 0. 0. 0.]
408,1,13,2,1,6.769230769230769,100,8,[0. 0. 0. ... 0. 0. 0.]
1312,0,6,2,1,8.5,57,6,[0. 0. 0. ... 0. 0. 0.]
599,1,17,4,1,7.294117647058823,140,14,[0. 0. 0. ... 0. 0. 0.]
1055,0,18,5,1,6.722222222222222,138,12,[0. 0. 0. ... 0. 0. 0.]
6558,0,19,8,0,5.631578947368421,127,6,[0. 0. 0. ... 0. 0. 0.]
6523,0,24,14,0,4.291666666666667,126,9,[0. 0. 0. ... 0. 0. 0.]
2220,1,20,7,1,5.55,132,10,[0. 0. 0. ... 0. 0. 0.]
6290,1,24,8,0,4.25,125,2,[0. 0. 0. ... 0. 0. 0.]
91,1,8,0,0,6.25,57,5,[0. 0. 0. ... 0. 0. 0.]
1218,1,16,7,0,5.9375,110,2,[0. 0. 0. ... 0. 0. 0.]
6460,1,19,5,1,6.105263157894737,139,11,[0. 0. 0. ... 0. 0. 0.]
6964,1,15,7,0,3.533333333333333,67,4,[0. 0. 0. ... 0. 0. 0.]
5571,0,26,13,0,4.269230769230769,136,4,[0. 0. 0. ... 0. 0. 0.]
6232,0,26,14,0,4.423076923076923,140,1,[0. 0. 0. ... 0. 0. 0.]
6755,0,26,13,0,3.923076923076923,127,3,[0. 0. 0. ... 0. 0. 0.]
5783,0,19,6,1,6.526315789473684,143,12,[0. 0. 0. ... 0. 0. 0.]
3946,1,19,3,1,6.631578947368421,144,7,[0. 0. 0. ... 0. 0. 0.]
4350,1,13,3,1,5.846153846153846,88,6,[0. 0. 0. ... 0. 0. 0.]
3791,1,9,4,0,5.222222222222222,55,2,[0. 0. 0. ... 0. 0. 0.]
7318,1,11,4,0,4.545454545454546,60,2,[0. 0. 0. ... 0. 0. 0.]
5960,0,8,3,1,6.625,60,6,[0. 0. 0. ... 0. 0. 0.]
2216,0,23,8,0,4.695652173913044,130,3,[0. 0. 0. ... 0. 0. 0.]
33,1,9,1,1,8.222222222222221,82,9,[0. 0. 0. ... 0. 0. 0.]
6831,1,9,2,1,7.666666666666667,77,5,[0. 0. 0. ... 0. 0. 0.]
2879,1,14,1,1,8.357142857142858,130,12,[0. 0. 0. ... 0. 0. 0.]
277,1,17,3,1,7.235294117647059,139,13,[0. 0. 0. ... 0. 0. 0.]
2950,1,10,2,1,7.2,81,5,[0. 0. 0. ... 0. 0. 0.]
4511,0,9,3,1,7.0,71,6,[0. 0. 0. ... 0. 0. 0.]
6011,1,23,12,0,4.173913043478261,118,6,[0. 0. 0. ... 0. 0. 0.]
1545,1,18,6,1,6.444444444444445,133,7,[0. 0. 0. ... 0. 0. 0.]
5243,1,10,2,2,8.9,98,11,[0. 0. 0. ... 0. 0. 0.]
4132,0,13,2,2,6.615384615384615,98,12,[0. 0. 0. ... 0. 0. 0.]
1637,1,19,7,1,5.526315789473684,123,6,[0. 0. 0. ... 0. 0. 0.]
512,1,18,4,1,5.833333333333333,122,9,[0. 0. 0. ... 0. 0. 0.]
168,1,12,3,1,6.333333333333333,87,5,[0. 0. 0. ... 0. 0. 0.]
7125,1,16,2,1,6.875,126,7,[0. 0. 0. ... 0. 0. 0.]
5826,1,19,2,1,5.7368421052631575,127,8,[0. 0. 0. ... 0. 0. 0.]
5832,0,14,4,3,8.285714285714286,129,19,[0. 0. 0. ... 0. 0. 0.]
3419,0,5,1,0,4.4,26,0,[0. 0. 0. ... 0. 0. 0.]
3294,0,16,10,0,3.375,69,0,[0. 0. 0. ... 0. 0. 0.]
5855,0,15,9,0,4.6,83,4,[0. 0. 0. ... 0. 0. 0.]
2666,0,18,11,0,4.555555555555555,99,4,[0. 0. 0. ... 0. 0. 0.]
6891,0,6,2,0,6.5,44,2,[0. 0. 0. ... 0. 0. 0.]
3203,1,16,8,0,4.9375,94,3,[0. 0. 0. ... 0. 0. 0.]
4910,1,20,9,0,5.75,134,8,[0. 0. 0. ... 0. 0. 0.]
5863,0,21,8,0,4.190476190476191,109,4,[0. 0. 0. ... 0. 0. 0.]
5827,0,14,4,1,5.928571428571429,96,11,[0. 0. 0. ... 0. 0. 0.]
6595,1,10,1,1,8.4,93,7,[0. 0. 0. ... 0. 0. 0.]
278,0,17,10,0,4.882352941176471,99,4,[0. 0. 0. ... 0. 0. 0.]
721,0,15,6,0,4.266666666666667,78,0,[0. 0. 0. ... 0. 0. 0.]
1267,0,27,11,0,4.148148148148148,138,4,[0. 0. 0. ... 0. 0. 0.]
4554,1,17,2,2,6.117647058823529,120,11,[0. 0. 0. ... 0. 0. 0.]
3027,1,16,1,1,7.5,135,22,[0.18540744 0.         0.         ... 0.         0.         0.        ]
5950,1,5,1,0,9.6,52,1,[0. 0. 0. ... 0. 0. 0.]
3493,0,16,1,2,7.75,139,13,[0. 0. 0. ... 0. 0. 0.]
1884,0,5,2,0,4.4,26,0,[0. 0. 0. ... 0. 0. 0.]
1675,0,8,2,0,4.375,42,4,[0. 0. 0. ... 0. 0. 0.]
4717,0,25,10,0,4.6,139,5,[0. 0. 0. ... 0. 0. 0.]
6116,0,17,8,1,5.176470588235294,104,11,[0. 0. 0. ... 0. 0. 0.]
2840,0,14,8,0,4.142857142857143,71,2,[0. 0. 0. ... 0. 0. 0.]
4035,1,21,13,1,5.571428571428571,137,8,[0. 0. 0. ... 0. 0. 0.]
3295,1,19,4,1,6.2631578947368425,137,7,[0. 0. 0. ... 0. 0. 0.]
1491,0,13,1,1,8.923076923076923,128,10,[0. 0. 0. ... 0. 0. 0.]
576,1,16,4,1,6.0625,112,6,[0. 0. 0. ... 0. 0. 0.]
167,0,21,13,0,4.0,104,2,[0. 0. 0. ... 0. 0. 0.]
6500,0,15,1,1,8.133333333333333,136,9,[0. 0. 0. ... 0. 0. 0.]
2530,0,17,7,1,6.352941176470588,124,9,[0. 0. 0. ... 0. 0. 0.]
1184,1,11,2,1,6.636363636363637,83,5,[0. 0. 0. ... 0. 0. 0.]
1310,1,8,4,0,4.625,44,6,[0. 0. 0. ... 0. 0. 0.]
6968,0,21,7,1,5.714285714285714,140,16,[0. 0. 0. ... 0. 0. 0.]
6364,1,17,3,2,6.705882352941177,130,10,[0. 0. 0. ... 0. 0. 0.]
1996,1,9,3,0,4.222222222222222,46,2,[0. 0. 0. ... 0. 0. 0.]
481,0,3,0,0,5.0,17,2,[0. 0. 0. ... 0. 0. 0.]
495,1,18,4,1,5.833333333333333,122,9,[0. 0. 0. ... 0. 0. 0.]
1943,0,9,3,0,4.444444444444445,48,1,[0. 0. 0. ... 0. 0. 0.]
5387,1,22,10,0,4.090909090909091,111,2,[0. 0. 0. ... 0. 0. 0.]
3109,1,12,1,1,7.333333333333333,99,8,[0. 0. 0. ... 0. 0. 0.]
1259,1,15,3,1,7.0,119,8,[0. 0. 0. ... 0. 0. 0.]
456,1,12,1,1,8.583333333333334,115,8,[0. 0. 0. ... 0. 0. 0.]
1891,1,8,3,1,5.875,54,5,[0. 0. 0. ... 0. 0. 0.]
5697,0,11,4,0,5.0,67,3,[0. 0. 0. ... 0. 0. 0.]
7164,1,12,6,0,3.5,53,3,[0. 0. 0. ... 0. 0. 0.]
5270,1,11,3,1,6.818181818181818,85,5,[0. 0. 0. ... 0. 0. 0.]
1027,0,3,0,1,10.666666666666666,34,6,[0. 0. 0. ... 0. 0. 0.]
980,0,17,1,2,6.882352941176471,133,11,[0. 0. 0. ... 0. 0. 0.]
7335,1,13,2,2,8.307692307692308,120,10,[0. 0. 0. ... 0. 0. 0.]
3525,1,16,2,2,7.4375,134,12,[0. 0. 0. ... 0. 0. 0.]
2028,1,17,3,1,6.176470588235294,121,10,[0. 0. 0. ... 0. 0. 0.]
3681,0,2,0,0,16.0,33,11,[0. 0. 0. ... 0. 0. 0.]
3106,0,19,10,0,4.894736842105263,111,4,[0. 0. 0. ... 0. 0. 0.]
6331,1,18,6,1,6.611111111111111,136,9,[0. 0. 0. ... 0. 0. 0.]
4759,1,14,3,1,6.214285714285714,100,6,[0. 0. 0. ... 0. 0. 0.]
1812,1,11,1,1,6.727272727272728,84,7,[0. 0. 0. ... 0. 0. 0.]
2399,1,14,6,1,5.571428571428571,91,8,[0. 0. 0. ... 0. 0. 0.]
2143,1,21,5,1,5.238095238095238,131,9,[0. 0. 0. ... 0. 0. 0.]
4032,1,10,2,1,6.3,72,5,[0. 0. 0. ... 0. 0. 0.]
800,0,14,7,0,3.928571428571429,68,3,[0. 0. 0. ... 0. 0. 0.]
4560,0,10,5,0,3.9,48,4,[0. 0. 0. ... 0. 0. 0.]
6366,1,16,2,1,7.8125,140,11,[0. 0. 0. ... 0. 0. 0.]
6698,1,15,5,0,5.066666666666666,90,1,[0. 0. 0. ... 0. 0. 0.]
7484,0,7,3,0,5.571428571428571,45,1,[0. 0. 0. ... 0. 0. 0.]
1518,1,14,4,1,7.071428571428571,112,5,[0. 0. 0. ... 0. 0. 0.]
7462,0,16,7,0,4.8125,92,3,[0. 0. 0. ... 0. 0. 0.]
6732,1,8,2,1,8.75,77,6,[0. 0. 0. ... 0. 0. 0.]
3001,0,17,5,0,4.647058823529412,95,0,[0. 0. 0. ... 0. 0. 0.]
3880,0,5,1,1,8.6,47,6,[0. 0. 0. ... 0. 0. 0.]
1618,1,5,0,1,10.0,54,6,[0. 0. 0. ... 0. 0. 0.]
3015,1,7,2,1,8.0,62,6,[0. 0. 0. ... 0. 0. 0.]
4837,1,7,3,0,5.428571428571429,44,3,[0. 0. 0. ... 0. 0. 0.]
5144,1,12,0,1,8.5,113,9,[0. 0. 0. ... 0. 0. 0.]
3587,1,11,2,1,7.272727272727272,90,5,[0. 0. 0. ... 0. 0. 0.]
5266,1,12,3,1,6.75,92,7,[0. 0. 0. ... 0. 0. 0.]
3314,0,8,3,0,4.625,44,6,[0. 0. 0. ... 0. 0. 0.]
6754,1,10,1,0,7.2,81,1,[0. 0. 0. ... 0. 0. 0.]
7118,1,9,2,0,5.555555555555555,60,4,[0. 0. 0. ... 0. 0. 0.]
5954,0,19,10,0,4.789473684210527,109,2,[0. 0. 0. ... 0. 0. 0.]
2354,0,17,6,1,6.352941176470588,124,11,[0. 0. 0. ... 0. 0. 0.]
3981,1,17,2,1,7.117647058823529,137,8,[0. 0. 0. ... 0. 0. 0.]
4307,0,17,2,1,6.705882352941177,130,11,[0. 0. 0. ... 0. 0. 0.]
4003,1,8,0,2,9.25,81,11,[0. 0. 0. ... 0. 0. 0.]
5505,0,14,2,1,7.214285714285714,114,6,[0. 0. 0. ... 0. 0. 0.]
1550,1,16,6,1,6.0625,112,6,[0. 0. 0. ... 0. 0. 0.]
1409,1,22,10,0,5.090909090909091,133,5,[0. 0. 0. ... 0. 0. 0.]
5615,0,16,4,1,6.5,119,8,[0. 0. 0. ... 0. 0. 0.]
5200,1,20,6,0,6.0,139,7,[0. 0. 0. ... 0. 0. 0.]
562,0,11,4,1,7.090909090909091,88,9,[0. 0. 0. ... 0. 0. 0.]
4766,0,9,4,0,7.0,71,3,[0. 0. 0. ... 0. 0. 0.]
2814,0,14,1,1,6.642857142857143,106,8,[0. 0. 0. ... 0. 0. 0.]
2863,1,20,1,1,6.05,140,9,[0. 0. 0. ... 0. 0. 0.]
5809,1,23,12,0,5.260869565217392,143,5,[0. 0. 0. ... 0. 0. 0.]
1927,0,18,5,0,4.833333333333333,104,2,[0. 0. 0. ... 0. 0. 0.]
6838,0,11,2,1,7.363636363636363,91,7,[0. 0. 0. ... 0. 0. 0.]
1858,0,5,0,0,8.2,45,3,[0. 0. 0. ... 0. 0. 0.]
1148,1,11,1,0,12.181818181818182,144,18,[0. 0. 0. ... 0. 0. 0.]
338,0,13,0,1,8.692307692307692,141,26,[0. 0. 0. ... 0. 0. 0.]
3886,0,9,4,1,6.888888888888889,70,7,[0. 0. 0. ... 0. 0. 0.]
125,0,19,9,0,5.789473684210527,128,4,[0. 0. 0. ... 0. 0. 0.]
2457,1,21,9,0,4.380952380952381,112,5,[0. 0. 0. ... 0. 0. 0.]
1302,0,16,2,1,7.5,135,12,[0. 0. 0. ... 0. 0. 0.]
4924,0,21,8,0,5.476190476190476,135,6,[0. 0. 0. ... 0. 0. 0.]
3926,0,21,0,2,5.9523809523809526,145,16,[0. 0. 0. ... 0. 0. 0.]
1003,0,14,5,0,4.571428571428571,77,12,[0. 0. 0. ... 0. 0. 0.]
3154,0,24,8,1,4.708333333333333,136,10,[0. 0. 0. ... 0. 0. 0.]
6578,1,8,1,1,8.375,74,6,[0. 0. 0. ... 0. 0. 0.]
569,0,18,3,2,6.055555555555555,126,11,[0. 0. 0. ... 0. 0. 0.]
